cluster_id,caseName,us_cite,volume,scdb_id,source,citation_count,precedential_status,dateFiled,bucket,dedup_role,dup_of
84667,Vasse v. Ball,2 U.S. 270,2,,LRU,13,Published,1797-03-01,REVIEW,canonical,
1303693,M'Carty v. Emlen,2 U.S. 277,2,,LU,11,Published,1797-03-01,REVIEW,canonical,
84674,The United States v. Villato,2 U.S. 370,2,,R,4,Published,1797-04-01,REVIEW,canonical,
84675,Anonymous,2 U.S. 382,2,,R,2,Published,1797-04-01,REVIEW,canonical,
1303625,MAXWELL'S v. Levy,2 U.S. 381,2,,L,5,Published,1797-04-01,REVIEW,canonical,
2620827,Maxfield's Lessee v. Levy,4 U.S. 330,4,,L,11,Published,1797-04-01,REVIEW,canonical,
2620831,Smythe v. Banks,4 U.S. 329,4,,L,7,Published,1797-04-01,REVIEW,canonical,
84668,Camberling v. M'call,2 U.S. 280,2,,R,2,Published,1797-12-01,REVIEW,canonical,
8403285,Hollingsworth v. Virginia,3 U.S. 378,3,,U,1,Published,1798-02-15,REVIEW,canonical,
8403286,Bingham v. Cabot,3 U.S. 382,3,,U,1,Published,1798-02-15,REVIEW,canonical,
8403287,Jones v. Le Tombe,3 U.S. 384,3,,U,1,Published,1798-02-15,REVIEW,canonical,
84676,United States v. Worrall,2 U.S. 384,2,,LR,56,Published,1798-04-01,REVIEW,canonical,
1300139,Hollingsworth v. Adams,2 U.S. 396,2,,L,3,Published,1798-04-01,REVIEW,canonical,
8403288,Calder v. Wife,3 U.S. 386,3,,U,8,Published,1798-08-15,REVIEW,canonical,
84699,Respublica v. Cobbet,3 U.S. 467,3,,LRU,23,Published,1798-12-01,REVIEW,canonical,
84700,Anonymous,3 U.S. 477,3,,R,5,Published,1798-12-01,REVIEW,canonical,
84717,Keppele v. Carr Carr v. Keppele,4 U.S. 155,4,,R,3,Published,1798-12-01,REVIEW,canonical,
2228460,M'Kee's Leffee v. Pfout,3 U.S. 486,3,,LU,11,Published,1798-12-01,REVIEW,canonical,
8403289,Dewhurst v. Coulthard,3 U.S. 409,3,,U,1,Published,1799-02-15,REVIEW,canonical,
8403290,Ex parte Hallowell,3 U.S. 410,3,,U,0,Published,1799-02-15,REVIEW,canonical,
8403291,Fowler v. Lindsey,3 U.S. 411,3,,U,1,Published,1799-02-15,REVIEW,canonical,
84701,Res'publica v. Wray,3 U.S. 490,3,,LRU,2,Published,1799-03-01,REVIEW,canonical,
2223136,Breckbill v. Turnpike Company,3 U.S. 496,3,,LU,7,Published,1799-03-01,REVIEW,canonical,
2233860,Murgatroyd v. Crawford,3 U.S. 491,3,,LU,6,Published,1799-03-01,REVIEW,canonical,
84705,Pollock v. Donaldson,3 U.S. 510,3,,LR,2,Published,1799-04-01,REVIEW,canonical,
2213364,United States v. Insurgents,3 U.S. 513,3,,L,1,Published,1799-04-01,REVIEW,canonical,
2232416,United States v. Fries,3 U.S. 515,3,,L,28,Published,1799-04-01,REVIEW,canonical,
84702,Wharton Executors v. Fitzgerald,3 U.S. 503,3,,R,3,Published,1799-06-01,REVIEW,canonical,
84703,Reed v. Ingraham,3 U.S. 505,3,,LRU,3,Published,1799-06-01,REVIEW,canonical,
84704,Peterson v. Willing,3 U.S. 506,3,,RU,1,Published,1799-06-01,REVIEW,canonical,
84711,Ludlow v. Bingham,4 U.S. 47,4,,LR,7,Published,1799-07-01,REVIEW,canonical,
6725725,Hazlehurst v. United States,4 U.S. 6,4,,U,0,Published,1799-08-15,REVIEW,canonical,
6725726,Turner v. Enrille,4 U.S. 6,4,,U,0,Published,1799-08-15,REVIEW,canonical,
6725727,Turner v. President of the Bank of North America,4 U.S. 7,4,,U,1,Published,1799-08-15,REVIEW,canonical,
84718,Ball v. Dennison,4 U.S. 163,4,,R,2,Published,1799-09-01,REVIEW,canonical,
84719,Levy v. Wallis,4 U.S. 167,4,,LR,6,Published,1799-12-01,REVIEW,canonical,
6725728,Mossman v. Higginson,4 U.S. 11,4,,U,1,Published,1800-02-15,REVIEW,canonical,
6725729,Cooper v. Telfair,4 U.S. 13,4,,U,0,Published,1800-02-15,REVIEW,canonical,
6725730,Williamson v. Kincaid,4 U.S. 18,4,,U,1,Published,1800-02-15,REVIEW,canonical,
6725732,Rutherford v. Fisher,4 U.S. 19,4,,U,0,Published,1800-02-15,REVIEW,canonical,
6725733,Blair v. Miller,4 U.S. 19,4,,U,0,Published,1800-02-15,REVIEW,canonical,
6725735,Course v. Stead,4 U.S. 20,4,,U,0,Published,1800-02-15,REVIEW,canonical,
6725736,Blaine v. The Ship Charles Carter,4 U.S. 20,4,,U,0,Published,1800-02-15,REVIEW,canonical,
84720,"The Commonwealth v. COXC, ESQ.",4 U.S. 170,4,,LR,22,Published,1800-03-01,REVIEW,canonical,
84721,Beissell v. Sholl,4 U.S. 211,4,,LR,4,Published,1800-03-01,REVIEW,canonical,
2620847,Water's Executors v. McLellan,4 U.S. 208,4,,L,4,Published,1800-03-01,REVIEW,canonical,
2620854,Bussy v. Donaldson,4 U.S. 206,4,,L,11,Published,1800-03-01,REVIEW,canonical,
84739,O'HARRA v. Hall,4 U.S. 340,4,,LR,8,Published,1800-04-01,REVIEW,canonical,
2620834,United States v. Cooper,4 U.S. 341,4,,L,12,Published,1800-04-01,REVIEW,canonical,
2620863,Evans v. Bollen,4 U.S. 342,4,,L,8,Published,1800-04-01,REVIEW,canonical,
6725738,Priestman v. United States,4 U.S. 25,4,,U,6,Published,1800-08-15,REVIEW,canonical,
6725739,Talbot v. The Ship Amelia,4 U.S. 30,4,,U,5,Published,1800-08-15,REVIEW,canonical,
6725741,Bas v. Tingy,4 U.S. 32,4,,U,2,Published,1800-08-15,REVIEW,canonical,
84722,Chancellor v. Phillips,4 U.S. 213,4,,R,2,Published,1800-09-01,REVIEW,canonical,
2620824,Sharp v. Pettit,4 U.S. 212,4,,L,4,Published,1800-09-01,REVIEW,canonical,
84740,Hollingsworth v. Fry,4 U.S. 345,4,,R,6,Published,1800-10-01,REVIEW,canonical,
2620843,Thurston v. Koch,4 U.S. 348,4,,L,12,Published,1800-10-01,REVIEW,canonical,
84723,The LESSEE OF WEITZELL v. Fry,4 U.S. 218,4,,LR,8,Published,1800-12-01,REVIEW,canonical,
84724,Pollock v. Hall. Same v. Same,4 U.S. 222,4,,R,1,Published,1800-12-01,REVIEW,canonical,
84725,Commonwealth v. Addison,4 U.S. 225,4,,LR,4,Published,1801-03-01,REVIEW,canonical,
84741,Hurst's Lessee v. Jones,4 U.S. 353,4,,R,3,Published,1801-05-01,REVIEW,canonical,
84742,Penn v. Butler. Butler v. Penn. Penn v. Penn. Same v. Same,4 U.S. 354,4,,R,7,Published,1801-05-01,REVIEW,canonical,
2620851,Hollingsworth v. Duane,4 U.S. 353,4,,L,21,Published,1801-05-01,REVIEW,canonical,
84726,Austyn v. M'lure,4 U.S. 227,4,,R,0,Published,1801-09-01,REVIEW,canonical,
2620830,Commonwealth v. Dallas,4 U.S. 229,4,,L,4,Published,1801-09-01,REVIEW,canonical,
84712,Burd v. Smith,4 U.S. 76,4,,LR,11,Published,1802-01-01,REVIEW,canonical,
84727,Falconer v. Montgomery,4 U.S. 232,4,,LR,7,Published,1802-03-01,REVIEW,canonical,
2620865,Levy v. Bank of United States,4 U.S. 234,4,,L,23,Published,1802-03-01,REVIEW,canonical,
84743,The United States v. Coyngham,4 U.S. 358,4,,R,2,Published,1802-05-01,REVIEW,canonical,
2620823,Knox v. Greenleaf,4 U.S. 360,4,,L,3,Published,1802-05-01,REVIEW,canonical,
84729,COCHRAN v. Cummings,4 U.S. 250,4,,LR,6,Published,1802-12-01,REVIEW,canonical,
2620822,Commonwealth v. Gibbs,4 U.S. 253,4,,L,4,Published,1802-12-01,REVIEW,canonical,
2620850,Commonwealth v. Franklin,4 U.S. 255,4,,L,1,Published,1802-12-01,REVIEW,canonical,
2620862,JONES v. Insurance Company of North America,4 U.S. 246,4,,L,3,Published,1802-12-01,REVIEW,canonical,
84730,Mayor v. Mason,4 U.S. 266,4,,LR,6,Published,1803-03-01,REVIEW,canonical,
2620849,Mitchell v. Smith,4 U.S. 269,4,,L,15,Published,1803-03-01,REVIEW,canonical,
2620858,Kingston v. Girard,4 U.S. 274,4,,L,0,Published,1803-03-01,REVIEW,canonical,
2620870,Bell v. Beveridge,4 U.S. 272,4,,L,3,Published,1803-03-01,REVIEW,canonical,
84744,Balfour's Lessee v. Meade,4 U.S. 363,4,,R,1,Published,1803-04-01,REVIEW,canonical,
2620856,Humphries v. Blight's Assignees,4 U.S. 370,4,,L,5,Published,1803-04-01,REVIEW,canonical,
84731,Sharpless v. Welsh,4 U.S. 279,4,,R,10,Published,1803-09-01,REVIEW,canonical,
2620836,Commonwealth v. Baynton,4 U.S. 282,4,,L,1,Published,1803-09-01,REVIEW,canonical,
84732,Crawford v. Willing,4 U.S. 286,4,,LR,12,Published,1803-12-01,REVIEW,canonical,
2620821,Crousillat v. Ball,4 U.S. 294,4,,L,1,Published,1803-12-01,REVIEW,canonical,
84713,"Lea v. Yard. Hazlehurst v. Dallas, Secretary of the Commonwealth",4 U.S. 95,4,,R,2,Published,1804-01-01,REVIEW,canonical,
84733,"Maybin, Surviving Partner, &C. v. Coulon. (A) Coulon v. Maybin, Surviving Partner, &C",4 U.S. 298,4,,R,8,Published,1804-03-01,REVIEW,canonical,
84734,Deshler v. Beery,4 U.S. 300,4,,R,0,Published,1804-03-01,REVIEW,canonical,
84745,The United States v. Thomas Passmore,4 U.S. 372,4,,R,12,Published,1804-04-01,REVIEW,canonical,
84735,Commonwealth v. Matlack,4 U.S. 303,4,,LR,11,Published,1804-09-01,REVIEW,canonical,
2620866,Duncanson v. MLURE,4 U.S. 308,4,,L,2,Published,1804-09-01,REVIEW,canonical,
84746,Hurst's Case,4 U.S. 387,4,,LR,19,Published,1804-10-01,REVIEW,canonical,
84747,WALKER v. Smith,4 U.S. 389,4,,LR,4,Published,1804-10-01,REVIEW,canonical,
84736,Commonwealth v. Franklin,4 U.S. 316,4,,R,1,Published,1804-12-01,REVIEW,canonical,
84737,Welsh v. Murray,4 U.S. 320,4,,R,1,Published,1805-03-01,REVIEW,canonical,
2620820,Dupont v. Pichon,4 U.S. 321,4,,L,7,Published,1805-03-01,REVIEW,canonical,
84748,Huidekoper's Lessee v. Douglass,4 U.S. 392,4,,R,4,Published,1805-04-01,REVIEW,canonical,
84749,Penn's Lessce v. Klyne,4 U.S. 402,4,,R,2,Published,1805-10-01,REVIEW,canonical,
2620819,Guppy v. Brown,4 U.S. 410,4,,L,6,Published,1805-10-01,REVIEW,canonical,
84750,United States v. Johns,4 U.S. 412,4,,LR,32,Published,1806-04-01,REVIEW,canonical,
2620846,Russel v. Union Insurance Company,4 U.S. 421,4,,L,15,Published,1806-04-01,REVIEW,canonical,
2620867,Conframp v. Bunel,4 U.S. 419,4,,L,5,Published,1806-04-01,REVIEW,canonical,
2620871,Symonds v. the Union Insurance Company,4 U.S. 417,4,,L,1,Published,1806-04-01,REVIEW,canonical,
84751,The United States v. James McGill,4 U.S. 426,4,,R,9,Published,1806-10-01,REVIEW,canonical,
2620853,Snell v. DELAWARE INSURANCE COMPANY,4 U.S. 430,4,,L,3,Published,1806-10-01,REVIEW,canonical,
84752,Lyle v. Baker,4 U.S. 433,4,,R,0,Published,1806-12-01,REVIEW,canonical,
84753,Bender v. Fromberger,4 U.S. 436,4,,LR,50,Published,1806-12-01,REVIEW,canonical,
2620832,Dutilh v. Gatliff,4 U.S. 446,4,,L,1,Published,1806-12-01,REVIEW,canonical,
2620837,Donath v. THE INSURANCE COMPANY OF NORTH AMERICA,4 U.S. 463,4,,L,11,Published,1806-12-01,REVIEW,canonical,
2620838,Sansom v. Ball,4 U.S. 459,4,,L,12,Published,1806-12-01,REVIEW,canonical,
2620839,Morgan v. the Insurance Company of North America,4 U.S. 455,4,,L,5,Published,1806-12-01,REVIEW,canonical,
2620841,Ozeas v. Johnson,4 U.S. 434,4,,L,4,Published,1806-12-01,REVIEW,canonical,
2620860,Moliere's Lessee v. Noe,4 U.S. 450,4,,L,13,Published,1806-12-01,REVIEW,canonical,
5819250,Meade v. Deputy Marshal,,,,U,0,Published,1813-11-08,REVIEW,canonical,
